month_of_delay,hbt,age_group,number_of_delayed_bed_days,average_daily_number_of_delayed_beds,reason_for_delay
2021-11-01,S08000031,18-74,108,4,Patient and Family Related Reasons
2021-11-01,S08000031,18-74,1228,41,Code 9 AWI
2021-11-01,S08000031,18-74,614,20,Code 9 Non-AWI
2021-11-01,S08000031,75plus,4751,158,All Delay Reasons
2021-11-01,S08000031,75plus,3014,100,Health and Social Care Reasons
2021-11-01,S08000031,75plus,71,2,Patient and Family Related Reasons
2021-11-01,S08000031,75plus,1367,46,Code 9 AWI
2021-11-01,S08000031,75plus,299,10,Code 9 Non-AWI
2021-11-01,S08000032,18plus,4326,144,All Delay Reasons
2021-11-01,S08000032,18plus,3516,117,Health and Social Care Reasons
2021-11-01,S08000032,18plus,63,2,Patient and Family Related Reasons
2021-11-01,S08000032,18plus,637,21,Code 9 AWI
2021-11-01,S08000032,18plus,110,4,Code 9 Non-AWI
2021-11-01,S08000032,18-74,1645,55,All Delay Reasons
2021-11-01,S08000032,18-74,1275,43,Health and Social Care Reasons
2021-11-01,S08000032,18-74,38,1,Patient and Family Related Reasons
2021-11-01,S08000032,18-74,284,9,Code 9 AWI
2021-11-01,S08000032,18-74,48,2,Code 9 Non-AWI
2021-11-01,S08000032,75plus,2681,89,All Delay Reasons
2021-11-01,S08000032,75plus,2241,75,Health and Social Care Reasons
2021-11-01,S08000032,75plus,25,1,Patient and Family Related Reasons
2021-11-01,S08000032,75plus,353,12,Code 9 AWI
2021-11-01,S08000032,75plus,62,2,Code 9 Non-AWI
2021-11-01,S92000003,18plus,46894,1563,All Delay Reasons
2021-11-01,S92000003,18plus,33595,1120,Health and Social Care Reasons
2021-11-01,S92000003,18plus,1290,43,Patient and Family Related Reasons
2021-11-01,S92000003,18plus,8299,277,Code 9 AWI
2021-11-01,S92000003,18plus,3710,124,Code 9 Non-AWI
2021-11-01,S92000003,18-74,15823,527,All Delay Reasons
2021-11-01,S92000003,18-74,10385,346,Health and Social Care Reasons
2021-11-01,S92000003,18-74,326,11,Patient and Family Related Reasons
2021-11-01,S92000003,18-74,2934,98,Code 9 AWI
2021-11-01,S92000003,18-74,2178,73,Code 9 Non-AWI
2021-11-01,S92000003,75plus,31071,1036,All Delay Reasons
2021-11-01,S92000003,75plus,23210,774,Health and Social Care Reasons
2021-11-01,S92000003,75plus,964,32,Patient and Family Related Reasons
2021-11-01,S92000003,75plus,5365,179,Code 9 AWI
2021-11-01,S92000003,75plus,1532,51,Code 9 Non-AWI
2021-12-01,S08000015,18plus,4342,140,All Delay Reasons
2021-12-01,S08000015,18plus,2755,89,Health and Social Care Reasons
2021-12-01,S08000015,18plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000015,18plus,797,26,Code 9 AWI
2021-12-01,S08000015,18plus,790,25,Code 9 Non-AWI
2021-12-01,S08000015,18-74,1209,39,All Delay Reasons
2021-12-01,S08000015,18-74,593,19,Health and Social Care Reasons
2021-12-01,S08000015,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000015,18-74,300,10,Code 9 AWI
2021-12-01,S08000015,18-74,316,10,Code 9 Non-AWI
2021-12-01,S08000015,75plus,3133,101,All Delay Reasons
2021-12-01,S08000015,75plus,2162,70,Health and Social Care Reasons
2021-12-01,S08000015,75plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000015,75plus,497,16,Code 9 AWI
2021-12-01,S08000015,75plus,474,15,Code 9 Non-AWI
2021-12-01,S08000016,18plus,1600,52,All Delay Reasons
2021-12-01,S08000016,18plus,1385,45,Health and Social Care Reasons
2021-12-01,S08000016,18plus,12,0,Patient and Family Related Reasons
2021-12-01,S08000016,18plus,170,5,Code 9 AWI
2021-12-01,S08000016,18plus,33,1,Code 9 Non-AWI
2021-12-01,S08000016,18-74,361,12,All Delay Reasons
2021-12-01,S08000016,18-74,300,10,Health and Social Care Reasons
2021-12-01,S08000016,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000016,18-74,30,1,Code 9 AWI
2021-12-01,S08000016,18-74,31,1,Code 9 Non-AWI
2021-12-01,S08000016,75plus,1239,40,All Delay Reasons
2021-12-01,S08000016,75plus,1085,35,Health and Social Care Reasons
2021-12-01,S08000016,75plus,12,0,Patient and Family Related Reasons
2021-12-01,S08000016,75plus,140,5,Code 9 AWI
2021-12-01,S08000016,75plus,2,0,Code 9 Non-AWI
2021-12-01,S08000017,18plus,1986,64,All Delay Reasons
2021-12-01,S08000017,18plus,1632,53,Health and Social Care Reasons
2021-12-01,S08000017,18plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000017,18plus,288,9,Code 9 AWI
2021-12-01,S08000017,18plus,66,2,Code 9 Non-AWI
2021-12-01,S08000017,18-74,732,24,All Delay Reasons
2021-12-01,S08000017,18-74,603,19,Health and Social Care Reasons
2021-12-01,S08000017,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000017,18-74,95,3,Code 9 AWI
2021-12-01,S08000017,18-74,34,1,Code 9 Non-AWI
2021-12-01,S08000017,75plus,1254,40,All Delay Reasons
2021-12-01,S08000017,75plus,1029,33,Health and Social Care Reasons
2021-12-01,S08000017,75plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000017,75plus,193,6,Code 9 AWI
2021-12-01,S08000017,75plus,32,1,Code 9 Non-AWI
2021-12-01,S08000019,18plus,3095,100,All Delay Reasons
2021-12-01,S08000019,18plus,2141,69,Health and Social Care Reasons
2021-12-01,S08000019,18plus,62,2,Patient and Family Related Reasons
2021-12-01,S08000019,18plus,799,26,Code 9 AWI
2021-12-01,S08000019,18plus,93,3,Code 9 Non-AWI
2021-12-01,S08000019,18-74,844,27,All Delay Reasons
2021-12-01,S08000019,18-74,586,19,Health and Social Care Reasons
2021-12-01,S08000019,18-74,31,1,Patient and Family Related Reasons
2021-12-01,S08000019,18-74,165,5,Code 9 AWI
2021-12-01,S08000019,18-74,62,2,Code 9 Non-AWI
2021-12-01,S08000019,75plus,2251,73,All Delay Reasons
2021-12-01,S08000019,75plus,1555,50,Health and Social Care Reasons
2021-12-01,S08000019,75plus,31,1,Patient and Family Related Reasons
2021-12-01,S08000019,75plus,634,20,Code 9 AWI
2021-12-01,S08000019,75plus,31,1,Code 9 Non-AWI
2021-12-01,S08000020,18plus,2177,70,All Delay Reasons
2021-12-01,S08000020,18plus,1612,52,Health and Social Care Reasons
2021-12-01,S08000020,18plus,19,1,Patient and Family Related Reasons
2021-12-01,S08000020,18plus,364,12,Code 9 AWI
2021-12-01,S08000020,18plus,182,6,Code 9 Non-AWI
2021-12-01,S08000020,18-74,522,17,All Delay Reasons
2021-12-01,S08000020,18-74,371,12,Health and Social Care Reasons
2021-12-01,S08000020,18-74,13,0,Patient and Family Related Reasons
2021-12-01,S08000020,18-74,116,4,Code 9 AWI
2021-12-01,S08000020,18-74,22,1,Code 9 Non-AWI
2021-12-01,S08000020,75plus,1655,53,All Delay Reasons
2021-12-01,S08000020,75plus,1241,40,Health and Social Care Reasons
2021-12-01,S08000020,75plus,6,0,Patient and Family Related Reasons
2021-12-01,S08000020,75plus,248,8,Code 9 AWI
2021-12-01,S08000020,75plus,160,5,Code 9 Non-AWI
2021-12-01,S08000022,18plus,3491,113,All Delay Reasons
2021-12-01,S08000022,18plus,2751,89,Health and Social Care Reasons
2021-12-01,S08000022,18plus,72,2,Patient and Family Related Reasons
2021-12-01,S08000022,18plus,543,18,Code 9 AWI
2021-12-01,S08000022,18plus,125,4,Code 9 Non-AWI
2021-12-01,S08000022,18-74,1068,34,All Delay Reasons
2021-12-01,S08000022,18-74,845,27,Health and Social Care Reasons
2021-12-01,S08000022,18-74,16,1,Patient and Family Related Reasons
2021-12-01,S08000022,18-74,167,5,Code 9 AWI
2021-12-01,S08000022,18-74,40,1,Code 9 Non-AWI
2021-12-01,S08000022,75plus,2423,78,All Delay Reasons
2021-12-01,S08000022,75plus,1906,61,Health and Social Care Reasons
2021-12-01,S08000022,75plus,56,2,Patient and Family Related Reasons
2021-12-01,S08000022,75plus,376,12,Code 9 AWI
2021-12-01,S08000022,75plus,85,3,Code 9 Non-AWI
2021-12-01,S08000024,18plus,9002,290,All Delay Reasons
2021-12-01,S08000024,18plus,7650,247,Health and Social Care Reasons
2021-12-01,S08000024,18plus,463,15,Patient and Family Related Reasons
2021-12-01,S08000024,18plus,668,22,Code 9 AWI
2021-12-01,S08000024,18plus,221,7,Code 9 Non-AWI
2021-12-01,S08000024,18-74,2934,95,All Delay Reasons
2021-12-01,S08000024,18-74,2599,84,Health and Social Care Reasons
2021-12-01,S08000024,18-74,109,4,Patient and Family Related Reasons
2021-12-01,S08000024,18-74,185,6,Code 9 AWI
2021-12-01,S08000024,18-74,41,1,Code 9 Non-AWI
2021-12-01,S08000024,75plus,6068,196,All Delay Reasons
2021-12-01,S08000024,75plus,5051,163,Health and Social Care Reasons
2021-12-01,S08000024,75plus,354,11,Patient and Family Related Reasons
2021-12-01,S08000024,75plus,483,16,Code 9 AWI
2021-12-01,S08000024,75plus,180,6,Code 9 Non-AWI
2021-12-01,S08000025,18plus,216,7,All Delay Reasons
2021-12-01,S08000025,18plus,185,6,Health and Social Care Reasons
2021-12-01,S08000025,18plus,31,1,Patient and Family Related Reasons
2021-12-01,S08000025,18plus,0,0,Code 9 AWI
2021-12-01,S08000025,18plus,0,0,Code 9 Non-AWI
2021-12-01,S08000025,18-74,49,2,All Delay Reasons
2021-12-01,S08000025,18-74,49,2,Health and Social Care Reasons
2021-12-01,S08000025,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000025,18-74,0,0,Code 9 AWI
2021-12-01,S08000025,18-74,0,0,Code 9 Non-AWI
2021-12-01,S08000025,75plus,167,5,All Delay Reasons
2021-12-01,S08000025,75plus,136,4,Health and Social Care Reasons
2021-12-01,S08000025,75plus,31,1,Patient and Family Related Reasons
2021-12-01,S08000025,75plus,0,0,Code 9 AWI
2021-12-01,S08000025,75plus,0,0,Code 9 Non-AWI
2021-12-01,S08000026,18plus,94,3,All Delay Reasons
2021-12-01,S08000026,18plus,94,3,Health and Social Care Reasons
2021-12-01,S08000026,18plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000026,18plus,0,0,Code 9 AWI
2021-12-01,S08000026,18plus,0,0,Code 9 Non-AWI
2021-12-01,S08000026,18-74,50,2,All Delay Reasons
2021-12-01,S08000026,18-74,50,2,Health and Social Care Reasons
2021-12-01,S08000026,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000026,18-74,0,0,Code 9 AWI
2021-12-01,S08000026,18-74,0,0,Code 9 Non-AWI
2021-12-01,S08000026,75plus,44,1,All Delay Reasons
2021-12-01,S08000026,75plus,44,1,Health and Social Care Reasons
2021-12-01,S08000026,75plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000026,75plus,0,0,Code 9 AWI
2021-12-01,S08000026,75plus,0,0,Code 9 Non-AWI
2021-12-01,S08000028,18plus,320,10,All Delay Reasons
2021-12-01,S08000028,18plus,190,6,Health and Social Care Reasons
2021-12-01,S08000028,18plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000028,18plus,31,1,Code 9 AWI
2021-12-01,S08000028,18plus,99,3,Code 9 Non-AWI
2021-12-01,S08000028,18-74,78,3,All Delay Reasons
2021-12-01,S08000028,18-74,24,1,Health and Social Care Reasons
2021-12-01,S08000028,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000028,18-74,0,0,Code 9 AWI
2021-12-01,S08000028,18-74,54,2,Code 9 Non-AWI
2021-12-01,S08000028,75plus,242,8,All Delay Reasons
2021-12-01,S08000028,75plus,166,5,Health and Social Care Reasons
2021-12-01,S08000028,75plus,0,0,Patient and Family Related Reasons
2021-12-01,S08000028,75plus,31,1,Code 9 AWI
2021-12-01,S08000028,75plus,45,1,Code 9 Non-AWI
2021-12-01,S08000029,18plus,2848,92,All Delay Reasons
2021-12-01,S08000029,18plus,1649,53,Health and Social Care Reasons
2021-12-01,S08000029,18plus,31,1,Patient and Family Related Reasons
2021-12-01,S08000029,18plus,708,23,Code 9 AWI
2021-12-01,S08000029,18plus,460,15,Code 9 Non-AWI
2021-12-01,S08000029,18-74,681,22,All Delay Reasons
2021-12-01,S08000029,18-74,324,10,Health and Social Care Reasons
2021-12-01,S08000029,18-74,0,0,Patient and Family Related Reasons
2021-12-01,S08000029,18-74,223,7,Code 9 AWI
2021-12-01,S08000029,18-74,134,4,Code 9 Non-AWI
2021-12-01,S08000029,75plus,2167,70,All Delay Reasons
2021-12-01,S08000029,75plus,1325,43,Health and Social Care Reasons
2021-12-01,S08000029,75plus,31,1,Patient and Family Related Reasons
2021-12-01,S08000029,75plus,485,16,Code 9 AWI
2021-12-01,S08000029,75plus,326,11,Code 9 Non-AWI
2021-12-01,S08000030,18plus,3587,116,All Delay Reasons
2021-12-01,S08000030,18plus,2106,68,Health and Social Care Reasons
2021-12-01,S08000030,18plus,139,4,Patient and Family Related Reasons
2021-12-01,S08000030,18plus,360,12,Code 9 AWI
2021-12-01,S08000030,18plus,982,32,Code 9 Non-AWI
2021-12-01,S08000030,18-74,1531,49,All Delay Reasons
2021-12-01,S08000030,18-74,564,18,Health and Social Care Reasons
2021-12-01,S08000030,18-74,32,1,Patient and Family Related Reasons
2021-12-01,S08000030,18-74,127,4,Code 9 AWI
2021-12-01,S08000030,18-74,808,26,Code 9 Non-AWI
2021-12-01,S08000030,75plus,2056,66,All Delay Reasons
2021-12-01,S08000030,75plus,1542,50,Health and Social Care Reasons
2021-12-01,S08000030,75plus,107,3,Patient and Family Related Reasons
2021-12-01,S08000030,75plus,233,8,Code 9 AWI
2021-12-01,S08000030,75plus,174,6,Code 9 Non-AWI
2021-12-01,S08000031,18plus,9098,293,All Delay Reasons
2021-12-01,S08000031,18plus,4697,152,Health and Social Care Reasons
2021-12-01,S08000031,18plus,345,11,Patient and Family Related Reasons
2021-12-01,S08000031,18plus,2749,89,Code 9 AWI
2021-12-01,S08000031,18plus,1307,42,Code 9 Non-AWI
2021-12-01,S08000031,18-74,3897,126,All Delay Reasons
2021-12-01,S08000031,18-74,1846,60,Health and Social Care Reasons
2021-12-01,S08000031,18-74,76,2,Patient and Family Related Reasons
2021-12-01,S08000031,18-74,1136,37,Code 9 AWI
2021-12-01,S08000031,18-74,839,27,Code 9 Non-AWI
2021-12-01,S08000031,75plus,5201,168,All Delay Reasons
2021-12-01,S08000031,75plus,2851,92,Health and Social Care Reasons
2021-12-01,S08000031,75plus,269,9,Patient and Family Related Reasons
2021-12-01,S08000031,75plus,1613,52,Code 9 AWI
2021-12-01,S08000031,75plus,468,15,Code 9 Non-AWI
2021-12-01,S08000032,18plus,5321,172,All Delay Reasons
2021-12-01,S08000032,18plus,4515,146,Health and Social Care Reasons
2021-12-01,S08000032,18plus,10,0,Patient and Family Related Reasons
2021-12-01,S08000032,18plus,472,15,Code 9 AWI
2021-12-01,S08000032,18plus,324,10,Code 9 Non-AWI
2021-12-01,S08000032,18-74,1935,62,All Delay Reasons
2021-12-01,S08000032,18-74,1637,53,Health and Social Care Reasons
2021-12-01,S08000032,18-74,3,0,Patient and Family Related Reasons
2021-12-01,S08000032,18-74,230,7,Code 9 AWI
2021-12-01,S08000032,18-74,65,2,Code 9 Non-AWI
2021-12-01,S08000032,75plus,3386,109,All Delay Reasons
2021-12-01,S08000032,75plus,2878,93,Health and Social Care Reasons
2021-12-01,S08000032,75plus,7,0,Patient and Family Related Reasons
2021-12-01,S08000032,75plus,242,8,Code 9 AWI
2021-12-01,S08000032,75plus,259,8,Code 9 Non-AWI
2021-12-01,S92000003,18plus,47177,1522,All Delay Reasons
2021-12-01,S92000003,18plus,33362,1076,Health and Social Care Reasons
2021-12-01,S92000003,18plus,1184,38,Patient and Family Related Reasons
2021-12-01,S92000003,18plus,7949,256,Code 9 AWI
2021-12-01,S92000003,18plus,4682,151,Code 9 Non-AWI
2021-12-01,S92000003,18-74,15891,513,All Delay Reasons
2021-12-01,S92000003,18-74,10391,335,Health and Social Care Reasons
2021-12-01,S92000003,18-74,280,9,Patient and Family Related Reasons
2021-12-01,S92000003,18-74,2774,89,Code 9 AWI
2021-12-01,S92000003,18-74,2446,79,Code 9 Non-AWI
2021-12-01,S92000003,75plus,31286,1009,All Delay Reasons
2021-12-01,S92000003,75plus,22971,741,Health and Social Care Reasons
2021-12-01,S92000003,75plus,904,29,Patient and Family Related Reasons
2021-12-01,S92000003,75plus,5175,167,Code 9 AWI
2021-12-01,S92000003,75plus,2236,72,Code 9 Non-AWI
2022-01-01,S08000015,18plus,4184,135,All Delay Reasons
2022-01-01,S08000015,18plus,2285,74,Health and Social Care Reasons
2022-01-01,S08000015,18plus,53,2,Patient and Family Related Reasons
2022-01-01,S08000015,18plus,803,26,Code 9 AWI
2022-01-01,S08000015,18plus,1043,34,Code 9 Non-AWI
2022-01-01,S08000015,18-74,1186,38,All Delay Reasons
2022-01-01,S08000015,18-74,571,18,Health and Social Care Reasons
2022-01-01,S08000015,18-74,14,0,Patient and Family Related Reasons
2022-01-01,S08000015,18-74,244,8,Code 9 AWI
2022-01-01,S08000015,18-74,357,12,Code 9 Non-AWI
2022-01-01,S08000015,75plus,2998,97,All Delay Reasons
2022-01-01,S08000015,75plus,1714,55,Health and Social Care Reasons
2022-01-01,S08000015,75plus,39,1,Patient and Family Related Reasons
2022-01-01,S08000015,75plus,559,18,Code 9 AWI
2022-01-01,S08000015,75plus,686,22,Code 9 Non-AWI
2022-01-01,S08000016,18plus,1399,45,All Delay Reasons
2022-01-01,S08000016,18plus,1140,37,Health and Social Care Reasons
2022-01-01,S08000016,18plus,10,0,Patient and Family Related Reasons
2022-01-01,S08000016,18plus,221,7,Code 9 AWI
2022-01-01,S08000016,18plus,28,1,Code 9 Non-AWI
2022-01-01,S08000016,18-74,306,10,All Delay Reasons
2022-01-01,S08000016,18-74,269,9,Health and Social Care Reasons
2022-01-01,S08000016,18-74,0,0,Patient and Family Related Reasons
2022-01-01,S08000016,18-74,17,1,Code 9 AWI
2022-01-01,S08000016,18-74,20,1,Code 9 Non-AWI
2022-01-01,S08000016,75plus,1093,35,All Delay Reasons
2022-01-01,S08000016,75plus,871,28,Health and Social Care Reasons
2022-01-01,S08000016,75plus,10,0,Patient and Family Related Reasons
2022-01-01,S08000016,75plus,204,7,Code 9 AWI
2022-01-01,S08000016,75plus,8,0,Code 9 Non-AWI
2022-01-01,S08000017,18plus,2275,73,All Delay Reasons
2022-01-01,S08000017,18plus,1780,57,Health and Social Care Reasons
2022-01-01,S08000017,18plus,33,1,Patient and Family Related Reasons
2022-01-01,S08000017,18plus,308,10,Code 9 AWI
2022-01-01,S08000017,18plus,154,5,Code 9 Non-AWI
2022-01-01,S08000017,18-74,755,24,All Delay Reasons
2022-01-01,S08000017,18-74,529,17,Health and Social Care Reasons
2022-01-01,S08000017,18-74,0,0,Patient and Family Related Reasons
2022-01-01,S08000017,18-74,141,5,Code 9 AWI
2022-01-01,S08000017,18-74,85,3,Code 9 Non-AWI
2022-01-01,S08000017,75plus,1520,49,All Delay Reasons
2022-01-01,S08000017,75plus,1251,40,Health and Social Care Reasons
2022-01-01,S08000017,75plus,33,1,Patient and Family Related Reasons
2022-01-01,S08000017,75plus,167,5,Code 9 AWI
2022-01-01,S08000017,75plus,69,2,Code 9 Non-AWI
2022-01-01,S08000019,18plus,3114,100,All Delay Reasons
2022-01-01,S08000019,18plus,1942,63,Health and Social Care Reasons
2022-01-01,S08000019,18plus,124,4,Patient and Family Related Reasons
2022-01-01,S08000019,18plus,855,28,Code 9 AWI
2022-01-01,S08000019,18plus,193,6,Code 9 Non-AWI
2022-01-01,S08000019,18-74,929,30,All Delay Reasons
2022-01-01,S08000019,18-74,526,17,Health and Social Care Reasons
2022-01-01,S08000019,18-74,93,3,Patient and Family Related Reasons
2022-01-01,S08000019,18-74,186,6,Code 9 AWI
2022-01-01,S08000019,18-74,124,4,Code 9 Non-AWI
2022-01-01,S08000019,75plus,2185,70,All Delay Reasons
2022-01-01,S08000019,75plus,1416,46,Health and Social Care Reasons
2022-01-01,S08000019,75plus,31,1,Patient and Family Related Reasons
2022-01-01,S08000019,75plus,669,22,Code 9 AWI
2022-01-01,S08000019,75plus,69,2,Code 9 Non-AWI
2022-01-01,S08000020,18plus,2390,77,All Delay Reasons
2022-01-01,S08000020,18plus,1902,61,Health and Social Care Reasons
2022-01-01,S08000020,18plus,27,1,Patient and Family Related Reasons
2022-01-01,S08000020,18plus,294,9,Code 9 AWI
2022-01-01,S08000020,18plus,167,5,Code 9 Non-AWI
2022-01-01,S08000020,18-74,525,17,All Delay Reasons
2022-01-01,S08000020,18-74,374,12,Health and Social Care Reasons
2022-01-01,S08000020,18-74,16,1,Patient and Family Related Reasons
2022-01-01,S08000020,18-74,91,3,Code 9 AWI
2022-01-01,S08000020,18-74,44,1,Code 9 Non-AWI
2022-01-01,S08000020,75plus,1865,60,All Delay Reasons
2022-01-01,S08000020,75plus,1528,49,Health and Social Care Reasons
2022-01-01,S08000020,75plus,11,0,Patient and Family Related Reasons
2022-01-01,S08000020,75plus,203,7,Code 9 AWI
2022-01-01,S08000020,75plus,123,4,Code 9 Non-AWI
2022-01-01,S08000022,18plus,3687,119,All Delay Reasons
2022-01-01,S08000022,18plus,2979,96,Health and Social Care Reasons
2022-01-01,S08000022,18plus,20,1,Patient and Family Related Reasons
2022-01-01,S08000022,18plus,485,16,Code 9 AWI
2022-01-01,S08000022,18plus,203,7,Code 9 Non-AWI
2022-01-01,S08000022,18-74,1028,33,All Delay Reasons
2022-01-01,S08000022,18-74,733,24,Health and Social Care Reasons
2022-01-01,S08000022,18-74,6,0,Patient and Family Related Reasons
2022-01-01,S08000022,18-74,214,7,Code 9 AWI
2022-01-01,S08000022,18-74,75,2,Code 9 Non-AWI
2022-01-01,S08000022,75plus,2659,86,All Delay Reasons
2022-01-01,S08000022,75plus,2246,72,Health and Social Care Reasons
2022-01-01,S08000022,75plus,14,0,Patient and Family Related Reasons
2022-01-01,S08000022,75plus,271,9,Code 9 AWI
2022-01-01,S08000022,75plus,128,4,Code 9 Non-AWI
2022-01-01,S08000024,18plus,9854,318,All Delay Reasons
2022-01-01,S08000024,18plus,7919,255,Health and Social Care Reasons
2022-01-01,S08000024,18plus,296,10,Patient and Family Related Reasons
